Place,Business2015,Employment2015
"Z45813 (Antwerp, OH)",44,317
"Z45814 (Arlington, OH)",30,252
"Z45815 (Belmore, OH)",1,a
"Z45816 (Benton Ridge, OH)",3,17
"Z45817 (Bluffton, OH)",172,3776
"Z45819 (Buckland, OH)",5,10
"Z45820 (Cairo, OH)",6,39
"Z45821 (Cecil, OH)",11,48
"Z45822 (Celina, OH)",463,7242
"Z45826 (Chickasaw, OH)",14,123
"Z45827 (Cloverdale, OH)",18,299
"Z45828 (Coldwater, OH)",163,2945
"Z45830 (Columbus Grove, OH)",69,772
"Z45831 (Continental, OH)",39,356
"Z45832 (Convoy, OH)",37,181
"Z45833 (Delphos, OH)",240,4021
"Z45835 (Dola, OH)",2,a
"Z45836 (Dunkirk, OH)",15,148
"Z45837 (Dupont, OH)",5,18
"Z45838 (Elgin, OH)",1,a
"Z45839 (Findlay, OH)",28,1350
"Z45840 (Findlay, OH)",1423,36429
"Z45841 (Jenera, OH)",10,43
"Z45843 (Forest, OH)",33,488
"Z45844 (Fort Jennings, OH)",55,252
"Z45845 (Fort Loramie, OH)",82,1013
"Z45846 (Fort Recovery, OH)",116,2046
"Z45848 (Glandorf, OH)",24,199
"Z45849 (Grover Hill, OH)",10,42
"Z45850 (Harrod, OH)",30,211
"Z45851 (Haviland, OH)",12,375
"Z45853 (Kalida, OH)",54,1610
"Z45854 (Lafayette, OH)",8,38
"Z45855 (Latty, OH)",3,13
"Z45856 (Leipsic, OH)",101,1332
"Z45858 (Mc Comb, OH)",32,1791
"Z45859 (Mc Guffey, OH)",4,10
"Z45860 (Maria Stein, OH)",58,604
"Z45861 (Melrose, OH)",1,b
"Z45862 (Mendon, OH)",15,80
"Z45863 (Middle Point, OH)",13,257
"Z45864 (Miller City, OH)",5,41
"Z45865 (Minster, OH)",142,3387
"Z45866 (Montezuma, OH)",2,a
"Z45867 (Mount Blanchard, OH)",14,32
"Z45868 (Mount Cory, OH)",5,13
"Z45869 (New Bremen, OH)",104,5226
"Z45870 (New Hampshire, OH)",4,30
"Z45871 (New Knoxville, OH)",32,621
"Z45872 (North Baltimore, OH)",68,1778
"Z45873 (Oakwood, OH)",33,234
"Z45874 (Ohio City, OH)",29,224
"Z45875 (Ottawa, OH)",282,3673
"Z45876 (Ottoville, OH)",43,1058
"Z45877 (Pandora, OH)",48,471
"Z45879 (Paulding, OH)",143,2140
"Z45880 (Payne, OH)",33,355
"Z45881 (Rawson, OH)",8,26
"Z45882 (Rockford, OH)",47,439
"Z45883 (Saint Henry, OH)",84,1829
"Z45885 (Saint Marys, OH)",279,5366
"Z45886 (Scott, OH)",2,a
"Z45887 (Spencerville, OH)",56,628
"Z45888 (Uniopolis, OH)",4,128
"Z45889 (Van Buren, OH)",22,674
"Z45890 (Vanlue, OH)",9,86
"Z45891 (Van Wert, OH)",385,7992
"Z45893 (Vaughnsville, OH)",4,21
"Z45894 (Venedocia, OH)",9,153
"Z45895 (Wapakoneta, OH)",380,4733
"Z45896 (Waynesfield, OH)",15,107
"Z45898 (Willshire, OH)",10,77
"Z45899 (Wren, OH)",2,a
"Z45999 (Cincinnati, OH)",2,a
"Z46001 (Alexandria, IN)",164,1243
"Z46011 (Anderson, IN)",212,4958
"Z46012 (Anderson, IN)",297,5228
"Z46013 (Anderson, IN)",421,10244
"Z46014 (Anderson, IN)",8,177
"Z46015 (Anderson, IN)",11,58
"Z46016 (Anderson, IN)",472,6198
"Z46017 (Anderson, IN)",89,655
"Z46018 (Anderson, IN)",8,158
"Z46030 (Arcadia, IN)",68,476
"Z46031 (Atlanta, IN)",37,119
"Z46032 (Carmel, IN)",2336,40113
"Z46033 (Carmel, IN)",581,4462
"Z46034 (Cicero, IN)",141,946
"Z46035 (Colfax, IN)",9,48
"Z46036 (Elwood, IN)",176,2512
"Z46037 (Fishers, IN)",785,9054
"Z46038 (Fishers, IN)",1168,17240
"Z46039 (Forest, IN)",6,8
"Z46040 (Fortville, IN)",188,1027
"Z46041 (Frankfort, IN)",455,8560
"Z46044 (Frankton, IN)",23,135
"Z46045 (Goldsmith, IN)",1,a
"Z46048 (Ingalls, IN)",5,7
"Z46049 (Kempton, IN)",4,22
"Z46050 (Kirklin, IN)",25,77
"Z46051 (Lapel, IN)",47,492
"Z46052 (Lebanon, IN)",561,9168
"Z46055 (Mc Cordsville, IN)",168,1137
"Z46056 (Markleville, IN)",30,238
"Z46057 (Michigantown, IN)",20,110
"Z46058 (Mulberry, IN)",24,327
"Z46060 (Noblesville, IN)",1231,17810
"Z46061 (Noblesville, IN)",18,136
"Z46062 (Noblesville, IN)",394,2942
"Z46063 (Orestes, IN)",6,f
"Z46064 (Pendleton, IN)",276,3118
"Z46065 (Rossville, IN)",70,594
"Z46067 (Sedalia, IN)",1,a
"Z46068 (Sharpsville, IN)",31,142
"Z46069 (Sheridan, IN)",124,930
"Z46070 (Summitville, IN)",19,142
"Z46071 (Thorntown, IN)",54,377
"Z46072 (Tipton, IN)",227,2742
"Z46074 (Westfield, IN)",575,8350
"Z46075 (Whitestown, IN)",131,4999
"Z46076 (Windfall, IN)",14,175
"Z46077 (Zionsville, IN)",738,6720
"Z46082 (Carmel, IN)",18,198
"Z46102 (Advance, IN)",4,15
"Z46103 (Amo, IN)",2,a
"Z46104 (Arlington, IN)",9,82
"Z46105 (Bainbridge, IN)",31,235
"Z46106 (Bargersville, IN)",96,637
"Z46107 (Beech Grove, IN)",160,1875
"Z46110 (Boggstown, IN)",8,132
"Z46111 (Brooklyn, IN)",1,a
"Z46112 (Brownsburg, IN)",759,10361
"Z46113 (Camby, IN)",164,2433
"Z46115 (Carthage, IN)",23,70
"Z46117 (Charlottesville, IN)",9,30
"Z46118 (Clayton, IN)",65,704
"Z46120 (Cloverdale, IN)",111,942
"Z46121 (Coatesville, IN)",48,343
"Z46122 (Danville, IN)",319,4543
"Z46123 (Avon, IN)",752,11406
"Z46124 (Edinburgh, IN)",261,5231
"Z46125 (Eminence, IN)",4,29
"Z46126 (Fairland, IN)",61,576
"Z46127 (Falmouth, IN)",6,53
"Z46128 (Fillmore, IN)",20,83
"Z46129 (Finly, IN)",3,b
"Z46130 (Fountaintown, IN)",39,186
"Z46131 (Franklin, IN)",675,12844
"Z46133 (Glenwood, IN)",7,22
"Z46135 (Greencastle, IN)",435,9445
"Z46140 (Greenfield, IN)",868,14393
"Z46142 (Greenwood, IN)",1024,13478
"Z46143 (Greenwood, IN)",903,14590
"Z46144 (Gwynneville, IN)",4,25
"Z46146 (Homer, IN)",4,43
"Z46147 (Jamestown, IN)",38,182
"Z46148 (Knightstown, IN)",112,653
"Z46149 (Lizton, IN)",35,207
"Z46150 (Manilla, IN)",11,216
"Z46151 (Martinsville, IN)",560,5276
"Z46154 (Maxwell, IN)",5,66
"Z46155 (Mays, IN)",3,a
"Z46156 (Milroy, IN)",38,290
"Z46157 (Monrovia, IN)",42,344
"Z46158 (Mooresville, IN)",454,6274
"Z46160 (Morgantown, IN)",94,447
"Z46161 (Morristown, IN)",54,1339
"Z46162 (Needham, IN)",4,68
"Z46163 (New Palestine, IN)",192,1362
"Z46164 (Nineveh, IN)",34,120
"Z46165 (North Salem, IN)",20,95
"Z46166 (Paragon, IN)",20,167
"Z46167 (Pittsboro, IN)",109,1213
"Z46168 (Plainfield, IN)",831,22339
"Z46170 (Putnamville, IN)",1,a
"Z46171 (Reelsville, IN)",15,83
"Z46172 (Roachdale, IN)",38,134
"Z46173 (Rushville, IN)",281,3033
"Z46175 (Russellville, IN)",8,72
"Z46176 (Shelbyville, IN)",670,12559
"Z46180 (Stilesville, IN)",19,116
"Z46181 (Trafalgar, IN)",96,518
"Z46182 (Waldron, IN)",21,123
"Z46183 (West Newton, IN)",5,20
"Z46184 (Whiteland, IN)",156,1380
"Z46186 (Wilkinson, IN)",24,125
"Z46201 (Indianapolis, IN)",368,5482
"Z46202 (Indianapolis, IN)",1070,40742
"Z46203 (Indianapolis, IN)",785,13506
"Z46204 (Indianapolis, IN)",1666,46789
"Z46205 (Indianapolis, IN)",508,6369
"Z46206 (Indianapolis, IN)",29,1688
"Z46207 (Indianapolis, IN)",7,c
"Z46208 (Indianapolis, IN)",399,8439
"Z46210 (Indianapolis, IN)",1,a
"Z46211 (Indianapolis, IN)",1,a
"Z46214 (Indianapolis, IN)",371,7564
"Z46216 (Indianapolis, IN)",133,3164
"Z46217 (Indianapolis, IN)",538,7525
"Z46218 (Indianapolis, IN)",446,8209
"Z46219 (Indianapolis, IN)",994,28085
"Z46220 (Indianapolis, IN)",1460,15292
"Z46221 (Indianapolis, IN)",324,6163
"Z46222 (Indianapolis, IN)",545,12557
"Z46224 (Indianapolis, IN)",439,6771
"Z46225 (Indianapolis, IN)",419,11709
"Z46226 (Indianapolis, IN)",693,10206
"Z46227 (Indianapolis, IN)",1114,19529
"Z46228 (Indianapolis, IN)",138,912
"Z46229 (Indianapolis, IN)",507,6449
"Z46230 (Indianapolis, IN)",11,58
"Z46231 (Indianapolis, IN)",144,6561
"Z46234 (Indianapolis, IN)",288,3434
"Z46235 (Indianapolis, IN)",131,3554
"Z46236 (Indianapolis, IN)",527,8991
"Z46237 (Indianapolis, IN)",595,12182
"Z46239 (Indianapolis, IN)",408,4407
"Z46240 (Indianapolis, IN)",1667,39949
"Z46241 (Indianapolis, IN)",996,38301
"Z46242 (Indianapolis, IN)",21,884
"Z46244 (Indianapolis, IN)",9,174
"Z46247 (Indianapolis, IN)",9,28
"Z46249 (Indianapolis, IN)",13,291
"Z46250 (Indianapolis, IN)",1369,28359
"Z46251 (Indianapolis, IN)",4,c
"Z46253 (Indianapolis, IN)",6,14
"Z46254 (Indianapolis, IN)",684,11643
"Z46255 (Indianapolis, IN)",4,e
"Z46256 (Indianapolis, IN)",738,19932
"Z46259 (Indianapolis, IN)",133,592
"Z46260 (Indianapolis, IN)",792,17575
"Z46266 (Indianapolis, IN)",4,160
"Z46268 (Indianapolis, IN)",1392,42587
"Z46274 (Indianapolis, IN)",1,a
"Z46277 (Indianapolis, IN)",2,b
"Z46278 (Indianapolis, IN)",504,15507
"Z46280 (Indianapolis, IN)",267,7197
"Z46282 (Indianapolis, IN)",35,1383
"Z46283 (Indianapolis, IN)",1,a
"Z46285 (Indianapolis, IN)",12,443
"Z46290 (Indianapolis, IN)",151,4775
"Z46301 (Beverly Shores, IN)",11,20
"Z46302 (Boone Grove, IN)",5,43
"Z46303 (Cedar Lake, IN)",199,1486
"Z46304 (Chesterton, IN)",611,12117
"Z46307 (Crown Point, IN)",1222,14446
"Z46308 (Crown Point, IN)",15,68
"Z46310 (Demotte, IN)",251,2170
"Z46311 (Dyer, IN)",423,5564
"Z46312 (East Chicago, IN)",374,13470
"Z46319 (Griffith, IN)",371,4018
"Z46320 (Hammond, IN)",369,11482
"Z46321 (Munster, IN)",709,14878
"Z46322 (Highland, IN)",713,9184
"Z46323 (Hammond, IN)",278,3964
"Z46324 (Hammond, IN)",321,4977
"Z46325 (Hammond, IN)",9,117
"Z46327 (Hammond, IN)",173,2739
"Z46340 (Hanna, IN)",21,87
"Z46341 (Hebron, IN)",146,1054
"Z46342 (Hobart, IN)",505,6989
"Z46345 (Kingsbury, IN)",26,530
"Z46346 (Kingsford Heights, IN)",3,b
"Z46347 (Kouts, IN)",76,556
"Z46348 (La Crosse, IN)",16,84
"Z46349 (Lake Village, IN)",33,237
"Z46350 (La Porte, IN)",894,13602
"Z46352 (La Porte, IN)",13,241
"Z46355 (Leroy, IN)",5,17
"Z46356 (Lowell, IN)",300,2424
"Z46360 (Michigan City, IN)",1102,18502
"Z46361 (Michigan City, IN)",14,133
"Z46365 (Mill Creek, IN)",7,37
"Z46366 (North Judson, IN)",70,581
"Z46368 (Portage, IN)",675,12345
"Z46371 (Rolling Prairie, IN)",51,531
"Z46372 (Roselawn, IN)",8,41
"Z46373 (Saint John, IN)",332,3141
"Z46374 (San Pierre, IN)",10,61
"Z46375 (Schererville, IN)",744,10049
"Z46376 (Schneider, IN)",6,53
"Z46377 (Shelby, IN)",1,b
"Z46379 (Sumava Resorts, IN)",1,a
"Z46381 (Thayer, IN)",4,11
"Z46382 (Union Mills, IN)",17,82
"Z46383 (Valparaiso, IN)",1328,23545
"Z46384 (Valparaiso, IN)",12,135
"Z46385 (Valparaiso, IN)",556,5150
"Z46390 (Wanatah, IN)",65,505
"Z46391 (Westville, IN)",96,872
"Z46392 (Wheatfield, IN)",102,1115
"Z46393 (Wheeler, IN)",6,28
"Z46394 (Whiting, IN)",168,3983
"Z46401 (Gary, IN)",14,357
"Z46402 (Gary, IN)",136,10972
"Z46403 (Gary, IN)",156,2019
"Z46404 (Gary, IN)",103,1507
"Z46405 (Lake Station, IN)",154,1286
"Z46406 (Gary, IN)",146,5773
"Z46407 (Gary, IN)",89,787
"Z46408 (Gary, IN)",226,2661
"Z46409 (Gary, IN)",71,670
"Z46410 (Merrillville, IN)",1602,28205
"Z46411 (Merrillville, IN)",10,55
"Z46501 (Argos, IN)",50,440
"Z46502 (Atwood, IN)",5,162
"Z46504 (Bourbon, IN)",59,782
"Z46506 (Bremen, IN)",234,4750
"Z46507 (Bristol, IN)",183,8181
"Z46508 (Burket, IN)",4,24
"Z46510 (Claypool, IN)",39,217
"Z46511 (Culver, IN)",83,1135
"Z46513 (Donaldson, IN)",7,300
"Z46514 (Elkhart, IN)",1102,28777
"Z46515 (Elkhart, IN)",57,4319
"Z46516 (Elkhart, IN)",871,17838
"Z46517 (Elkhart, IN)",490,9456
"Z46524 (Etna Green, IN)",29,199
"Z46526 (Goshen, IN)",791,21923
"Z46527 (Goshen, IN)",32,1183
"Z46528 (Goshen, IN)",410,8764
"Z46530 (Granger, IN)",561,6223
"Z46531 (Grovertown, IN)",5,36
"Z46532 (Hamlet, IN)",21,164
"Z46534 (Knox, IN)",181,1784
"Z46536 (Lakeville, IN)",64,501
"Z46537 (Lapaz, IN)",14,76
"Z46538 (Leesburg, IN)",86,1074
"Z46539 (Mentone, IN)",37,534
"Z46540 (Middlebury, IN)",355,11205
"Z46542 (Milford, IN)",91,1789
"Z46543 (Millersburg, IN)",59,1406
"Z46544 (Mishawaka, IN)",565,11539
"Z46545 (Mishawaka, IN)",1068,23707
"Z46546 (Mishawaka, IN)",14,599
"Z46550 (Nappanee, IN)",356,6071
"Z46552 (New Carlisle, IN)",103,1902
"Z46553 (New Paris, IN)",97,2540
"Z46554 (North Liberty, IN)",57,537
"Z46555 (North Webster, IN)",108,758
"Z46556 (Notre Dame, IN)",42,15010
"Z46561 (Osceola, IN)",180,1585
"Z46562 (Pierceton, IN)",85,1469
"Z46563 (Plymouth, IN)",590,9895
"Z46565 (Shipshewana, IN)",278,3376
"Z46567 (Syracuse, IN)",254,3202
"Z46570 (Tippecanoe, IN)",16,136
"Z46571 (Topeka, IN)",111,3991
"Z46573 (Wakarusa, IN)",125,2614
"Z46574 (Walkerton, IN)",99,1327
"Z46580 (Warsaw, IN)",726,19144
"Z46581 (Warsaw, IN)",40,2116
"Z46582 (Warsaw, IN)",246,4238
"Z46590 (Winona Lake, IN)",81,1763
"Z46595 (Wyatt, IN)",6,71
"Z46601 (South Bend, IN)",527,12589
"Z46613 (South Bend, IN)",151,2011
"Z46614 (South Bend, IN)",453,7368
"Z46615 (South Bend, IN)",245,2763
"Z46616 (South Bend, IN)",52,291
"Z46617 (South Bend, IN)",269,4948
"Z46619 (South Bend, IN)",259,4388
"Z46624 (South Bend, IN)",17,613
"Z46626 (South Bend, IN)",2,e
"Z46628 (South Bend, IN)",566,13662
"Z46634 (South Bend, IN)",20,411
"Z46635 (South Bend, IN)",185,3039
"Z46637 (South Bend, IN)",278,3982
"Z46660 (South Bend, IN)",4,a
"Z46680 (South Bend, IN)",10,211
"Z46701 (Albion, IN)",115,2809
"Z46702 (Andrews, IN)",18,56
"Z46703 (Angola, IN)",606,9321
"Z46704 (Arcola, IN)",4,c
"Z46705 (Ashley, IN)",58,2005
"Z46706 (Auburn, IN)",553,9581
"Z46710 (Avilla, IN)",86,1472
"Z46711 (Berne, IN)",182,3207
"Z46713 (Bippus, IN)",2,a
"Z46714 (Bluffton, IN)",428,8317
"Z46721 (Butler, IN)",87,3489
"Z46723 (Churubusco, IN)",126,1590
"Z46725 (Columbia City, IN)",504,8666
"Z46730 (Corunna, IN)",18,222
"Z46731 (Craigville, IN)",13,89
"Z46732 (Cromwell, IN)",28,227
"Z46733 (Decatur, IN)",452,7133
"Z46737 (Fremont, IN)",183,3189
"Z46738 (Garrett, IN)",133,1987
"Z46740 (Geneva, IN)",35,659
"Z46741 (Grabill, IN)",146,1589
"Z46742 (Hamilton, IN)",69,650
"Z46743 (Harlan, IN)",58,419
"Z46745 (Hoagland, IN)",34,183
"Z46746 (Howe, IN)",78,1356
"Z46747 (Hudson, IN)",32,368
"Z46748 (Huntertown, IN)",96,521
"Z46750 (Huntington, IN)",645,10550
"Z46755 (Kendallville, IN)",388,6849
"Z46759 (Keystone, IN)",7,39
"Z46760 (Kimmell, IN)",15,71
"Z46761 (Lagrange, IN)",231,3057
"Z46763 (Laotto, IN)",38,401
"Z46764 (Larwill, IN)",18,96
"Z46765 (Leo, IN)",103,726
"Z46766 (Liberty Center, IN)",4,b
"Z46767 (Ligonier, IN)",132,3637
"Z46769 (Linn Grove, IN)",2,a
"Z46770 (Markle, IN)",70,1469
"Z46771 (Mongo, IN)",2,a
"Z46772 (Monroe, IN)",42,569
"Z46773 (Monroeville, IN)",58,639
"Z46774 (New Haven, IN)",373,4265
"Z46776 (Orland, IN)",38,810
"Z46777 (Ossian, IN)",95,1149
"Z46778 (Petroleum, IN)",2,a
"Z46779 (Pleasant Lake, IN)",23,55
"Z46780 (Pleasant Mills, IN)",2,a
"Z46781 (Poneto, IN)",11,50
"Z46782 (Preble, IN)",1,a
"Z46783 (Roanoke, IN)",145,5285
"Z46784 (Rome City, IN)",34,113
"Z46785 (Saint Joe, IN)",27,627
"Z46786 (South Milford, IN)",5,151
"Z46787 (South Whitley, IN)",55,902
"Z46788 (Spencerville, IN)",47,199
"Z46789 (Stroh, IN)",7,29
"Z46791 (Uniondale, IN)",19,122
"Z46792 (Warren, IN)",66,859
"Z46793 (Waterloo, IN)",88,1395
"Z46794 (Wawaka, IN)",12,286
"Z46795 (Wolcottville, IN)",69,277
"Z46796 (Wolflake, IN)",6,11
"Z46797 (Woodburn, IN)",91,2306
"Z46798 (Yoder, IN)",18,272
"Z46799 (Zanesville, IN)",10,44
"Z46801 (Fort Wayne, IN)",18,1852
"Z46802 (Fort Wayne, IN)",714,15358
"Z46803 (Fort Wayne, IN)",412,8458
"Z46804 (Fort Wayne, IN)",1141,27675
"Z46805 (Fort Wayne, IN)",824,15381
"Z46806 (Fort Wayne, IN)",228,2542
"Z46807 (Fort Wayne, IN)",155,1248
"Z46808 (Fort Wayne, IN)",649,15984
"Z46809 (Fort Wayne, IN)",390,10039
"Z46814 (Fort Wayne, IN)",213,1695
"Z46815 (Fort Wayne, IN)",503,5275
"Z46816 (Fort Wayne, IN)",155,2198
"Z46818 (Fort Wayne, IN)",533,12232
"Z46819 (Fort Wayne, IN)",77,769
"Z46825 (Fort Wayne, IN)",1152,20621
"Z46835 (Fort Wayne, IN)",406,5209
"Z46845 (Fort Wayne, IN)",381,7330
"Z46850 (Fort Wayne, IN)",4,b
"Z46851 (Fort Wayne, IN)",1,a
"Z46852 (Fort Wayne, IN)",1,a
"Z46853 (Fort Wayne, IN)",2,b
"Z46854 (Fort Wayne, IN)",1,a
"Z46855 (Fort Wayne, IN)",1,a
"Z46856 (Fort Wayne, IN)",1,a
"Z46857 (Fort Wayne, IN)",2,a
"Z46858 (Fort Wayne, IN)",1,a
"Z46862 (Fort Wayne, IN)",2,a
"Z46863 (Fort Wayne, IN)",2,b
"Z46865 (Fort Wayne, IN)",1,a
"Z46866 (Fort Wayne, IN)",2,a
"Z46868 (Fort Wayne, IN)",2,a
"Z46885 (Fort Wayne, IN)",7,23
"Z46895 (Fort Wayne, IN)",5,c
"Z46896 (Fort Wayne, IN)",3,6
"Z46898 (Fort Wayne, IN)",5,84
"Z46899 (Fort Wayne, IN)",7,34
"Z46901 (Kokomo, IN)",799,13415
"Z46902 (Kokomo, IN)",772,17113
"Z46903 (Kokomo, IN)",19,231
"Z46904 (Kokomo, IN)",33,431
"Z46910 (Akron, IN)",58,547
"Z46911 (Amboy, IN)",18,128
"Z46912 (Athens, IN)",1,a
"Z46913 (Bringhurst, IN)",7,8
"Z46914 (Bunker Hill, IN)",32,455
"Z46915 (Burlington, IN)",25,132
"Z46916 (Burrows, IN)",1,a
"Z46917 (Camden, IN)",21,105
"Z46919 (Converse, IN)",29,229
"Z46920 (Cutler, IN)",11,28
"Z46922 (Delong, IN)",2,b
"Z46923 (Delphi, IN)",156,3253
"Z46926 (Denver, IN)",20,96
"Z46928 (Fairmount, IN)",67,444
"Z46929 (Flora, IN)",103,659
"Z46930 (Fowlerton, IN)",1,a
"Z46931 (Fulton, IN)",8,45
"Z46932 (Galveston, IN)",37,176
"Z46933 (Gas City, IN)",131,3293
"Z46936 (Greentown, IN)",80,441
"Z46938 (Jonesboro, IN)",25,148
"Z46939 (Kewanna, IN)",25,315
"Z46940 (La Fontaine, IN)",28,246
"Z46941 (Lagro, IN)",12,78
"Z46942 (Lake Cicott, IN)",2,a
"Z46943 (Laketon, IN)",7,56
"Z46945 (Leiters Ford, IN)",4,24
"Z46946 (Liberty Mills, IN)",2,a
"Z46947 (Logansport, IN)",571,12405
"Z46950 (Lucerne, IN)",8,17
"Z46951 (Macy, IN)",16,72
"Z46952 (Marion, IN)",548,11579
"Z46953 (Marion, IN)",413,11000
"Z46957 (Matthews, IN)",5,b
"Z46958 (Mexico, IN)",12,46
"Z46959 (Miami, IN)",1,a
"Z46960 (Monterey, IN)",14,84
"Z46961 (New Waverly, IN)",2,a
"Z46962 (North Manchester, IN)",177,3041
"Z46965 (Oakford, IN)",4,93
"Z46967 (Onward, IN)",2,a
"Z46970 (Peru, IN)",448,5858
"Z46971 (Grissom Arb, IN)",4,17
"Z46974 (Roann, IN)",28,102
"Z46975 (Rochester, IN)",360,4249
"Z46977 (Rockfield, IN)",2,a
"Z46978 (Royal Center, IN)",34,214
"Z46979 (Russiaville, IN)",52,398
"Z46980 (Servia, IN)",1,a
"Z46982 (Silver Lake, IN)",43,466
"Z46984 (Somerset, IN)",4,16
"Z46985 (Star City, IN)",19,73
"Z46986 (Swayzee, IN)",33,206
"Z46987 (Sweetser, IN)",20,102
"Z46988 (Twelve Mile, IN)",13,58
"Z46989 (Upland, IN)",50,1913
"Z46990 (Urbana, IN)",13,162
"Z46991 (Van Buren, IN)",17,656
"Z46992 (Wabash, IN)",458,7047
"Z46994 (Walton, IN)",43,428
"Z46995 (West Middleton, IN)",2,a
"Z46996 (Winamac, IN)",200,2707
"Z47001 (Aurora, IN)",202,2568
"Z47003 (West College Corner, IN)",13,32
"Z47006 (Batesville, IN)",385,9551
"Z47010 (Bath, IN)",2,b
"Z47011 (Bennington, IN)",6,14
"Z47012 (Brookville, IN)",193,1252
"Z47016 (Cedar Grove, IN)",10,29
"Z47017 (Cross Plains, IN)",11,26
"Z47018 (Dillsboro, IN)",63,552
"Z47019 (East Enterprise, IN)",5,16
"Z47020 (Florence, IN)",10,f
"Z47021 (Friendship, IN)",6,b
"Z47022 (Guilford, IN)",31,115
"Z47023 (Holton, IN)",21,69
"Z47024 (Laurel, IN)",22,75
"Z47025 (Lawrenceburg, IN)",490,8791
"Z47030 (Metamora, IN)",12,39
"Z47031 (Milan, IN)",68,909
"Z47032 (Moores Hill, IN)",25,99
"Z47033 (Morris, IN)",2,b
"Z47034 (Napoleon, IN)",17,125
"Z47035 (New Trenton, IN)",3,b
"Z47036 (Oldenburg, IN)",29,187
"Z47037 (Osgood, IN)",70,572
"Z47038 (Patriot, IN)",7,71
"Z47039 (Pierceville, IN)",1,a
"Z47040 (Rising Sun, IN)",72,1019
"Z47041 (Sunman, IN)",84,1087
"Z47042 (Versailles, IN)",110,943
"Z47043 (Vevay, IN)",94,518
"Z47060 (West Harrison, IN)",82,504
"Z47102 (Austin, IN)",63,1245
"Z47106 (Borden, IN)",64,784
"Z47108 (Campbellsburg, IN)",20,335
"Z47110 (Central, IN)",4,b
"Z47111 (Charlestown, IN)",213,2592
"Z47112 (Corydon, IN)",442,6153
"Z47114 (Crandall, IN)",3,8
"Z47115 (Depauw, IN)",21,246
"Z47116 (Eckerty, IN)",8,48
"Z47117 (Elizabeth, IN)",34,1568
"Z47118 (English, IN)",39,290
"Z47119 (Floyds Knobs, IN)",257,2089
"Z47120 (Fredericksburg, IN)",9,93
"Z47122 (Georgetown, IN)",152,925
"Z47123 (Grantsburg, IN)",1,a
"Z47124 (Greenville, IN)",64,278
"Z47125 (Hardinsburg, IN)",21,72
"Z47126 (Henryville, IN)",52,329
"Z47129 (Clarksville, IN)",588,11211
"Z47130 (Jeffersonville, IN)",1094,26668
"Z47131 (Jeffersonville, IN)",31,369
"Z47132 (Jeffersonville, IN)",1,a
"Z47135 (Laconia, IN)",13,26
"Z47136 (Lanesville, IN)",50,251
"Z47137 (Leavenworth, IN)",24,786
"Z47138 (Lexington, IN)",25,152
"Z47140 (Marengo, IN)",40,210
"Z47141 (Marysville, IN)",14,22
"Z47142 (Mauckport, IN)",7,102
"Z47143 (Memphis, IN)",41,352
"Z47145 (Milltown, IN)",15,45
"Z47146 (Mount Saint Francis, IN)",5,48
"Z47147 (Nabb, IN)",13,153
"Z47150 (New Albany, IN)",1228,21920
"Z47151 (New Albany, IN)",15,258
"Z47160 (New Middletown, IN)",3,4
"Z47161 (New Salisbury, IN)",34,222
"Z47162 (New Washington, IN)",16,69
"Z47163 (Otisco, IN)",12,37
"Z47164 (Palmyra, IN)",48,419
"Z47165 (Pekin, IN)",49,208
"Z47166 (Ramsey, IN)",17,125
"Z47167 (Salem, IN)",337,3797
"Z47170 (Scottsburg, IN)",316,4997
"Z47172 (Sellersburg, IN)",306,5140
"Z47174 (Sulphur, IN)",2,a
"Z47175 (Taswell, IN)",4,5
"Z47177 (Underwood, IN)",8,54
"Z47201 (Columbus, IN)",1209,37096
"Z47202 (Columbus, IN)",27,611
"Z47203 (Columbus, IN)",331,4582
"Z47220 (Brownstown, IN)",150,1213
"Z47223 (Butlerville, IN)",9,48
"Z47224 (Canaan, IN)",8,49
"Z47225 (Clarksburg, IN)",1,a
"Z47227 (Commiskey, IN)",9,46
"Z47229 (Crothersville, IN)",40,1008
"Z47230 (Deputy, IN)",10,60
"Z47231 (Dupont, IN)",11,67
"Z47232 (Elizabethtown, IN)",25,100
"Z47234 (Flat Rock, IN)",22,95
"Z47235 (Freetown, IN)",15,23
"Z47236 (Grammer, IN)",4,164
"Z47240 (Greensburg, IN)",555,11220
"Z47243 (Hanover, IN)",66,1326
"Z47244 (Hartsville, IN)",6,5
"Z47245 (Hayden, IN)",2,b
"Z47246 (Hope, IN)",56,523
"Z47247 (Jonesville, IN)",5,44
"Z47250 (Madison, IN)",561,10131
"Z47260 (Medora, IN)",19,134
"Z47261 (Millhousen, IN)",1,a
"Z47263 (New Point, IN)",6,70
"Z47264 (Norman, IN)",10,37
"Z47265 (North Vernon, IN)",358,6025
"Z47270 (Paris Crossing, IN)",1,a
"Z47272 (Saint Paul, IN)",29,256
"Z47273 (Scipio, IN)",14,109
"Z47274 (Seymour, IN)",769,17700
"Z47280 (Taylorsville, IN)",16,275
"Z47281 (Vallonia, IN)",12,47
"Z47282 (Vernon, IN)",13,55
"Z47283 (Westport, IN)",26,198
"Z47302 (Muncie, IN)",419,7340
"Z47303 (Muncie, IN)",692,13450
"Z47304 (Muncie, IN)",628,9534
"Z47305 (Muncie, IN)",221,3273
"Z47306 (Muncie, IN)",11,154
