Place,Business2011,Employment2011
"Z02769 (Rehoboth, MA)",262,1196
"Z02770 (Rochester, MA)",82,295
"Z02771 (Seekonk, MA)",534,6858
"Z02777 (Swansea, MA)",448,4298
"Z02779 (Berkley, MA)",82,394
"Z02780 (Taunton, MA)",1073,22065
"Z02790 (Westport, MA)",376,2659
"Z02791 (Westport Point, MA)",9,47
"Z02801 (Adamsville, RI)",4,20
"Z02802 (Albion, RI)",14,76
"Z02804 (Ashaway, RI)",66,440
"Z02806 (Barrington, RI)",350,3093
"Z02807 (Block Island, RI)",183,310
"Z02808 (Bradford, RI)",27,152
"Z02809 (Bristol, RI)",523,6914
"Z02812 (Carolina, RI)",22,42
"Z02813 (Charlestown, RI)",196,795
"Z02814 (Chepachet, RI)",134,895
"Z02815 (Clayville, RI)",4,a
"Z02816 (Coventry, RI)",574,5743
"Z02817 (West Greenwich, RI)",152,2713
"Z02818 (East Greenwich, RI)",681,7958
"Z02822 (Exeter, RI)",138,1310
"Z02823 (Fiskeville, RI)",1,a
"Z02824 (Forestdale, RI)",9,123
"Z02825 (Foster, RI)",77,275
"Z02826 (Glendale, RI)",18,160
"Z02827 (Greene, RI)",21,104
"Z02828 (Greenville, RI)",246,2549
"Z02829 (Harmony, RI)",14,159
"Z02830 (Harrisville, RI)",99,641
"Z02831 (Hope, RI)",62,206
"Z02832 (Hope Valley, RI)",94,542
"Z02833 (Hopkinton, RI)",11,62
"Z02835 (Jamestown, RI)",159,1020
"Z02836 (Kenyon, RI)",3,b
"Z02837 (Little Compton, RI)",104,312
"Z02838 (Manville, RI)",44,328
"Z02839 (Mapleville, RI)",12,60
"Z02840 (Newport, RI)",1065,13020
"Z02841 (Newport, RI)",22,199
"Z02842 (Middletown, RI)",628,7817
"Z02852 (North Kingstown, RI)",755,12888
"Z02854 (North Kingstown, RI)",3,b
"Z02857 (North Scituate, RI)",163,824
"Z02858 (Oakland, RI)",8,28
"Z02859 (Pascoag, RI)",103,1443
"Z02860 (Pawtucket, RI)",945,15148
"Z02861 (Pawtucket, RI)",421,4822
"Z02862 (Pawtucket, RI)",13,g
"Z02863 (Central Falls, RI)",220,2279
"Z02864 (Cumberland, RI)",720,9637
"Z02865 (Lincoln, RI)",595,11856
"Z02871 (Portsmouth, RI)",424,4422
"Z02872 (Prudence Island, RI)",3,6
"Z02873 (Rockville, RI)",4,a
"Z02874 (Saunderstown, RI)",91,426
"Z02875 (Shannock, RI)",7,21
"Z02876 (Slatersville, RI)",52,833
"Z02877 (Slocum, RI)",1,a
"Z02878 (Tiverton, RI)",307,2152
"Z02879 (Wakefield, RI)",645,6969
"Z02880 (Wakefield, RI)",22,75
"Z02881 (Kingston, RI)",95,837
"Z02882 (Narragansett, RI)",416,3182
"Z02883 (Peace Dale, RI)",25,479
"Z02885 (Warren, RI)",341,3464
"Z02886 (Warwick, RI)",1671,31933
"Z02887 (Warwick, RI)",16,e
"Z02888 (Warwick, RI)",691,8010
"Z02889 (Warwick, RI)",387,3213
"Z02891 (Westerly, RI)",743,8040
"Z02892 (West Kingston, RI)",110,2688
"Z02893 (West Warwick, RI)",539,6828
"Z02894 (Wood River Junction, RI)",15,195
"Z02895 (Woonsocket, RI)",791,17014
"Z02896 (North Smithfield, RI)",277,2629
"Z02898 (Wyoming, RI)",79,861
"Z02901 (Providence, RI)",15,e
"Z02902 (Providence, RI)",4,40
"Z02903 (Providence, RI)",1645,40131
"Z02904 (Providence, RI)",834,13896
"Z02905 (Providence, RI)",539,10573
"Z02906 (Providence, RI)",755,10398
"Z02907 (Providence, RI)",539,7024
"Z02908 (Providence, RI)",547,10256
"Z02909 (Providence, RI)",551,6157
"Z02910 (Cranston, RI)",564,7406
"Z02911 (North Providence, RI)",225,1798
"Z02912 (Providence, RI)",6,i
"Z02914 (East Providence, RI)",795,10085
"Z02915 (Riverside, RI)",363,6324
"Z02916 (Rumford, RI)",208,3318
"Z02917 (Smithfield, RI)",520,11424
"Z02918 (Providence, RI)",21,g
"Z02919 (Johnston, RI)",953,9903
"Z02920 (Cranston, RI)",1149,16584
"Z02921 (Cranston, RI)",250,3903
"Z02940 (Providence, RI)",25,304
"Z03031 (Amherst, NH)",420,4048
"Z03032 (Auburn, NH)",128,1143
"Z03033 (Brookline, NH)",68,263
"Z03034 (Candia, NH)",86,424
"Z03036 (Chester, NH)",66,344
"Z03037 (Deerfield, NH)",62,236
"Z03038 (Derry, NH)",611,6628
"Z03040 (East Candia, NH)",2,a
"Z03041 (East Derry, NH)",5,30
"Z03042 (Epping, NH)",148,2115
"Z03043 (Francestown, NH)",21,96
"Z03044 (Fremont, NH)",60,648
"Z03045 (Goffstown, NH)",241,2115
"Z03046 (Dunbarton, NH)",38,b
"Z03047 (Greenfield, NH)",31,892
"Z03048 (Greenville, NH)",64,362
"Z03049 (Hollis, NH)",167,1573
"Z03051 (Hudson, NH)",611,9231
"Z03052 (Litchfield, NH)",81,521
"Z03053 (Londonderry, NH)",721,13103
"Z03054 (Merrimack, NH)",594,8471
"Z03055 (Milford, NH)",406,5961
"Z03057 (Mont Vernon, NH)",22,114
"Z03060 (Nashua, NH)",1282,29986
"Z03061 (Nashua, NH)",36,i
"Z03062 (Nashua, NH)",432,8517
"Z03063 (Nashua, NH)",577,10092
"Z03064 (Nashua, NH)",245,2265
"Z03070 (New Boston, NH)",100,433
"Z03071 (New Ipswich, NH)",112,970
"Z03073 (North Salem, NH)",7,41
"Z03076 (Pelham, NH)",266,2662
"Z03077 (Raymond, NH)",164,2304
"Z03079 (Salem, NH)",1238,20713
"Z03082 (Lyndeborough, NH)",20,b
"Z03084 (Temple, NH)",25,92
"Z03086 (Wilton, NH)",97,1172
"Z03087 (Windham, NH)",353,2853
"Z03101 (Manchester, NH)",803,12393
"Z03102 (Manchester, NH)",429,8342
"Z03103 (Manchester, NH)",1048,23892
"Z03104 (Manchester, NH)",581,7452
"Z03105 (Manchester, NH)",24,808
"Z03106 (Hooksett, NH)",462,7955
"Z03107 (Manchester, NH)",1,a
"Z03108 (Manchester, NH)",32,969
"Z03109 (Manchester, NH)",279,7267
"Z03110 (Bedford, NH)",881,11688
"Z03111 (Manchester, NH)",2,f
"Z03215 (Waterville Valley, NH)",32,1038
"Z03216 (Andover, NH)",39,413
"Z03217 (Ashland, NH)",72,654
"Z03218 (Barnstead, NH)",20,b
"Z03220 (Belmont, NH)",165,1589
"Z03221 (Bradford, NH)",45,263
"Z03222 (Bristol, NH)",132,1058
"Z03223 (Campton, NH)",96,519
"Z03224 (Canterbury, NH)",31,106
"Z03225 (Center Barnstead, NH)",32,99
"Z03226 (Center Harbor, NH)",48,389
"Z03227 (Center Sandwich, NH)",30,129
"Z03229 (Contoocook, NH)",118,1290
"Z03230 (Danbury, NH)",16,196
"Z03231 (East Andover, NH)",5,b
"Z03233 (Elkins, NH)",4,27
"Z03234 (Epsom, NH)",104,904
"Z03235 (Franklin, NH)",153,1721
"Z03237 (Gilmanton, NH)",27,105
"Z03240 (Grafton, NH)",12,45
"Z03241 (Hebron, NH)",23,76
"Z03242 (Henniker, NH)",126,2038
"Z03243 (Hill, NH)",10,a
"Z03244 (Hillsborough, NH)",138,1633
"Z03245 (Holderness, NH)",57,419
"Z03246 (Laconia, NH)",553,8108
"Z03247 (Laconia, NH)",46,281
"Z03249 (Gilford, NH)",224,1862
"Z03251 (Lincoln, NH)",137,1973
"Z03252 (Lochmere, NH)",5,a
"Z03253 (Meredith, NH)",247,2652
"Z03254 (Moultonborough, NH)",133,882
"Z03255 (Newbury, NH)",37,752
"Z03256 (New Hampton, NH)",44,391
"Z03257 (New London, NH)",212,2626
"Z03258 (Chichester, NH)",62,429
"Z03259 (North Sandwich, NH)",11,27
"Z03260 (North Sutton, NH)",24,185
"Z03261 (Northwood, NH)",101,912
"Z03262 (North Woodstock, NH)",42,271
"Z03263 (Pittsfield, NH)",82,783
"Z03264 (Plymouth, NH)",229,2940
"Z03266 (Rumney, NH)",40,249
"Z03268 (Salisbury, NH)",16,64
"Z03269 (Sanbornton, NH)",34,357
"Z03272 (South Newbury, NH)",1,a
"Z03273 (South Sutton, NH)",8,14
"Z03275 (Suncook, NH)",216,2012
"Z03276 (Tilton, NH)",280,5094
"Z03278 (Warner, NH)",65,723
"Z03279 (Warren, NH)",13,45
"Z03280 (Washington, NH)",8,20
"Z03281 (Weare, NH)",129,957
"Z03282 (Wentworth, NH)",13,138
"Z03284 (Springfield, NH)",19,149
"Z03285 (Thornton, NH)",16,70
"Z03287 (Wilmot, NH)",33,119
"Z03289 (Winnisquam, NH)",3,39
"Z03290 (Nottingham, NH)",29,77
"Z03291 (West Nottingham, NH)",8,b
"Z03293 (Woodstock, NH)",5,7
"Z03301 (Concord, NH)",1634,29155
"Z03302 (Concord, NH)",25,567
"Z03303 (Concord, NH)",154,1555
"Z03304 (Bow, NH)",219,2726
"Z03307 (Loudon, NH)",86,729
"Z03431 (Keene, NH)",883,17023
"Z03435 (Keene, NH)",3,c
"Z03440 (Antrim, NH)",45,340
"Z03441 (Ashuelot, NH)",3,b
"Z03442 (Bennington, NH)",18,e
"Z03443 (Chesterfield, NH)",14,f
"Z03444 (Dublin, NH)",46,300
"Z03445 (Sullivan, NH)",6,b
"Z03446 (Swanzey, NH)",90,1194
"Z03447 (Fitzwilliam, NH)",41,176
"Z03448 (Gilsum, NH)",14,96
"Z03449 (Hancock, NH)",39,135
"Z03450 (Harrisville, NH)",17,b
"Z03451 (Hinsdale, NH)",52,632
"Z03452 (Jaffrey, NH)",153,2284
"Z03455 (Marlborough, NH)",50,309
"Z03456 (Marlow, NH)",9,39
"Z03457 (Nelson, NH)",6,a
"Z03458 (Peterborough, NH)",287,3940
"Z03461 (Rindge, NH)",126,1643
"Z03462 (Spofford, NH)",24,c
"Z03464 (Stoddard, NH)",12,69
"Z03465 (Troy, NH)",25,167
"Z03466 (West Chesterfield, NH)",34,273
"Z03467 (Westmoreland, NH)",36,169
"Z03468 (West Peterborough, NH)",3,12
"Z03469 (West Swanzey, NH)",29,156
"Z03470 (Winchester, NH)",81,783
"Z03561 (Littleton, NH)",323,4100
"Z03570 (Berlin, NH)",200,2554
"Z03574 (Bethlehem, NH)",58,287
"Z03575 (Bretton Woods, NH)",9,f
"Z03576 (Colebrook, NH)",138,1520
"Z03579 (Errol, NH)",19,124
"Z03580 (Franconia, NH)",78,671
"Z03581 (Gorham, NH)",139,1728
"Z03582 (Groveton, NH)",36,160
"Z03583 (Jefferson, NH)",30,196
"Z03584 (Lancaster, NH)",141,1293
"Z03585 (Lisbon, NH)",50,f
"Z03586 (Sugar Hill, NH)",10,73
"Z03588 (Milan, NH)",21,151
"Z03589 (Mount Washington, NH)",1,b
"Z03590 (North Stratford, NH)",15,61
"Z03592 (Pittsburg, NH)",39,226
"Z03593 (Randolph, NH)",4,a
"Z03595 (Twin Mountain, NH)",18,c
"Z03597 (West Stewartstown, NH)",15,68
"Z03598 (Whitefield, NH)",68,629
"Z03601 (Acworth, NH)",4,11
"Z03602 (Alstead, NH)",45,167
"Z03603 (Charlestown, NH)",91,1913
"Z03604 (Drewsville, NH)",2,a
"Z03605 (Lempster, NH)",12,60
"Z03607 (South Acworth, NH)",8,b
"Z03608 (Walpole, NH)",90,887
"Z03609 (North Walpole, NH)",17,210
"Z03740 (Bath, NH)",14,76
"Z03741 (Canaan, NH)",61,382
"Z03743 (Claremont, NH)",383,4639
"Z03745 (Cornish, NH)",18,48
"Z03746 (Cornish Flat, NH)",6,40
"Z03748 (Enfield, NH)",98,554
"Z03749 (Enfield Center, NH)",2,a
"Z03750 (Etna, NH)",18,116
"Z03751 (Georges Mills, NH)",18,118
"Z03752 (Goshen, NH)",7,b
"Z03753 (Grantham, NH)",52,269
"Z03754 (Guild, NH)",3,b
"Z03755 (Hanover, NH)",273,13119
"Z03756 (Lebanon, NH)",11,h
"Z03765 (Haverhill, NH)",9,29
"Z03766 (Lebanon, NH)",436,6734
"Z03768 (Lyme, NH)",38,258
"Z03769 (Lyme Center, NH)",6,b
"Z03770 (Meriden, NH)",18,194
"Z03771 (Monroe, NH)",13,48
"Z03773 (Newport, NH)",204,2652
"Z03774 (North Haverhill, NH)",44,369
"Z03777 (Orford, NH)",33,96
"Z03779 (Piermont, NH)",13,40
"Z03780 (Pike, NH)",8,b
"Z03781 (Plainfield, NH)",33,138
"Z03782 (Sunapee, NH)",60,e
"Z03784 (West Lebanon, NH)",291,4897
"Z03785 (Woodsville, NH)",79,1053
"Z03801 (Portsmouth, NH)",1826,32345
"Z03802 (Portsmouth, NH)",42,332
"Z03803 (Portsmouth, NH)",3,7
"Z03804 (Portsmouth, NH)",9,b
"Z03805 (Newington, NH)",2,a
"Z03809 (Alton, NH)",75,600
"Z03810 (Alton Bay, NH)",35,119
"Z03811 (Atkinson, NH)",113,913
"Z03812 (Bartlett, NH)",35,f
"Z03813 (Center Conway, NH)",85,842
"Z03814 (Center Ossipee, NH)",46,348
"Z03815 (Center Strafford, NH)",4,11
"Z03816 (Center Tuftonboro, NH)",24,c
"Z03817 (Chocorua, NH)",17,c
"Z03818 (Conway, NH)",192,1552
"Z03819 (Danville, NH)",43,95
"Z03820 (Dover, NH)",768,15099
"Z03821 (Dover, NH)",19,195
"Z03823 (Madbury, NH)",26,94
"Z03824 (Durham, NH)",217,2452
"Z03825 (Barrington, NH)",159,1229
"Z03826 (East Hampstead, NH)",61,452
"Z03827 (East Kingston, NH)",69,210
"Z03830 (East Wakefield, NH)",13,47
"Z03832 (Eaton Center, NH)",11,21
"Z03833 (Exeter, NH)",663,9491
"Z03835 (Farmington, NH)",105,516
"Z03836 (Freedom, NH)",24,71
"Z03837 (Gilmanton Iron Works, NH)",15,b
"Z03838 (Glen, NH)",47,296
"Z03839 (Rochester, NH)",68,703
"Z03840 (Greenland, NH)",148,1557
"Z03841 (Hampstead, NH)",193,1761
"Z03842 (Hampton, NH)",496,3739
"Z03843 (Hampton, NH)",16,170
"Z03844 (Hampton Falls, NH)",77,298
"Z03845 (Intervale, NH)",45,396
"Z03846 (Jackson, NH)",41,495
"Z03847 (Kearsarge, NH)",7,b
"Z03848 (Kingston, NH)",145,1028
"Z03849 (Madison, NH)",34,453
"Z03850 (Melvin Village, NH)",16,c
"Z03851 (Milton, NH)",45,428
"Z03852 (Milton Mills, NH)",5,13
"Z03853 (Mirror Lake, NH)",10,62
"Z03854 (New Castle, NH)",26,e
"Z03855 (New Durham, NH)",28,143
"Z03856 (Newfields, NH)",44,416
"Z03857 (Newmarket, NH)",123,892
"Z03858 (Newton, NH)",58,408
"Z03859 (Newton Junction, NH)",1,a
"Z03860 (North Conway, NH)",382,5673
"Z03861 (Lee, NH)",51,386
"Z03862 (North Hampton, NH)",247,2493
"Z03864 (Ossipee, NH)",78,594
"Z03865 (Plaistow, NH)",347,3807
"Z03866 (Rochester, NH)",12,77
"Z03867 (Rochester, NH)",494,7690
"Z03868 (Rochester, NH)",83,796
"Z03869 (Rollinsford, NH)",51,450
"Z03870 (Rye, NH)",144,1133
"Z03871 (Rye Beach, NH)",19,b
"Z03872 (Sanbornville, NH)",71,351
"Z03873 (Sandown, NH)",52,191
"Z03874 (Seabrook, NH)",315,5360
"Z03875 (Silver Lake, NH)",10,120
"Z03878 (Somersworth, NH)",302,4547
"Z03882 (Effingham, NH)",13,e
"Z03883 (South Tamworth, NH)",4,b
"Z03884 (Strafford, NH)",37,135
"Z03885 (Stratham, NH)",217,4113
"Z03886 (Tamworth, NH)",67,330
"Z03887 (Union, NH)",17,c
"Z03890 (West Ossipee, NH)",37,268
"Z03894 (Wolfeboro, NH)",294,2341
"Z03896 (Wolfeboro Falls, NH)",31,189
"Z03897 (Wonalancet, NH)",4,6
"Z03901 (Berwick, ME)",85,364
"Z03902 (Cape Neddick, ME)",69,328
"Z03903 (Eliot, ME)",140,752
"Z03904 (Kittery, ME)",304,3254
"Z03905 (Kittery Point, ME)",30,104
"Z03906 (North Berwick, ME)",76,1807
"Z03907 (Ogunquit, ME)",173,693
"Z03908 (South Berwick, ME)",114,693
"Z03909 (York, ME)",358,3630
"Z03910 (York Beach, ME)",57,271
"Z03911 (York Harbor, ME)",25,c
"Z04001 (Acton, ME)",31,106
"Z04002 (Alfred, ME)",127,740
"Z04003 (Bailey Island, ME)",23,81
"Z04004 (Bar Mills, ME)",11,70
"Z04005 (Biddeford, ME)",689,10788
"Z04006 (Biddeford Pool, ME)",11,a
"Z04007 (Biddeford, ME)",1,a
"Z04008 (Bowdoinham, ME)",46,148
"Z04009 (Bridgton, ME)",196,2134
"Z04010 (Brownfield, ME)",18,b
"Z04011 (Brunswick, ME)",767,11417
"Z04013 (Bustins Island, ME)",1,a
"Z04014 (Cape Porpoise, ME)",10,34
"Z04015 (Casco, ME)",74,593
"Z04016 (Center Lovell, ME)",11,182
"Z04017 (Chebeague Island, ME)",26,60
"Z04020 (Cornish, ME)",53,354
"Z04021 (Cumberland Center, ME)",127,564
"Z04022 (Denmark, ME)",33,107
"Z04024 (East Baldwin, ME)",9,105
"Z04027 (Lebanon, ME)",64,305
"Z04028 (East Parsonsfield, ME)",2,b
"Z04029 (Sebago, ME)",29,72
"Z04030 (East Waterboro, ME)",46,388
"Z04032 (Freeport, ME)",354,4378
"Z04033 (Freeport, ME)",9,g
"Z04034 (Freeport, ME)",1,a
"Z04037 (Fryeburg, ME)",108,1310
"Z04038 (Gorham, ME)",385,3969
"Z04039 (Gray, ME)",211,1471
"Z04040 (Harrison, ME)",64,188
"Z04041 (Hiram, ME)",16,41
"Z04042 (Hollis Center, ME)",72,646
"Z04043 (Kennebunk, ME)",419,3664
"Z04046 (Kennebunkport, ME)",324,1479
"Z04047 (Parsonsfield, ME)",33,164
"Z04048 (Limerick, ME)",65,355
"Z04049 (Limington, ME)",51,186
"Z04050 (Long Island, ME)",8,13
"Z04051 (Lovell, ME)",29,106
"Z04054 (Moody, ME)",13,39
"Z04055 (Naples, ME)",124,592
"Z04056 (Newfield, ME)",7,20
"Z04057 (North Bridgton, ME)",9,79
"Z04061 (North Waterboro, ME)",27,88
"Z04062 (Windham, ME)",509,4466
"Z04063 (Ocean Park, ME)",11,b
"Z04064 (Old Orchard Beach, ME)",248,878
"Z04066 (Orrs Island, ME)",20,32
"Z04068 (Porter, ME)",20,c
"Z04069 (Pownal, ME)",34,c
"Z04070 (Scarborough, ME)",48,330
"Z04071 (Raymond, ME)",139,670
"Z04072 (Saco, ME)",548,6612
"Z04073 (Sanford, ME)",434,6182
"Z04074 (Scarborough, ME)",796,11856
"Z04076 (Shapleigh, ME)",35,118
"Z04077 (South Casco, ME)",15,b
"Z04078 (South Freeport, ME)",21,86
"Z04079 (Harpswell, ME)",103,216
"Z04082 (South Windham, ME)",11,94
"Z04083 (Springvale, ME)",97,868
"Z04084 (Standish, ME)",152,1500
"Z04085 (Steep Falls, ME)",16,60
"Z04086 (Topsham, ME)",272,3179
"Z04087 (Waterboro, ME)",45,295
"Z04088 (Waterford, ME)",20,47
"Z04090 (Wells, ME)",333,2369
"Z04091 (West Baldwin, ME)",15,b
"Z04092 (Westbrook, ME)",608,11580
"Z04093 (Buxton, ME)",141,830
"Z04094 (West Kennebunk, ME)",13,352
"Z04095 (West Newfield, ME)",18,31
"Z04096 (Yarmouth, ME)",338,3149
"Z04097 (North Yarmouth, ME)",102,311
"Z04098 (Westbrook, ME)",12,c
"Z04101 (Portland, ME)",1781,25567
"Z04102 (Portland, ME)",552,18616
"Z04103 (Portland, ME)",989,13319
"Z04104 (Portland, ME)",61,1303
"Z04105 (Falmouth, ME)",435,5571
"Z04106 (South Portland, ME)",1133,23328
"Z04107 (Cape Elizabeth, ME)",184,769
"Z04108 (Peaks Island, ME)",34,129
"Z04109 (Portland, ME)",3,b
"Z04110 (Cumberland Foreside, ME)",27,e
"Z04112 (Portland, ME)",58,1060
"Z04116 (South Portland, ME)",12,64
"Z04122 (Portland, ME)",5,240
"Z04210 (Auburn, ME)",827,14746
"Z04211 (Auburn, ME)",20,e
"Z04212 (Auburn, ME)",21,302
"Z04216 (Andover, ME)",18,59
"Z04217 (Bethel, ME)",147,1068
"Z04219 (Bryant Pond, ME)",21,72
"Z04220 (Buckfield, ME)",28,204
"Z04221 (Canton, ME)",10,150
"Z04222 (Durham, ME)",55,121
"Z04224 (Dixfield, ME)",39,418
"Z04225 (Dryden, ME)",2,b
"Z04226 (East Andover, ME)",2,a
"Z04227 (East Dixfield, ME)",1,a
"Z04228 (East Livermore, ME)",3,a
"Z04230 (East Poland, ME)",1,a
"Z04231 (Stoneham, ME)",8,40
"Z04234 (East Wilton, ME)",15,98
"Z04236 (Greene, ME)",76,293
"Z04237 (Hanover, ME)",4,a
"Z04238 (Hebron, ME)",22,160
"Z04239 (Jay, ME)",73,1275
"Z04240 (Lewiston, ME)",995,19894
"Z04241 (Lewiston, ME)",20,420
"Z04243 (Lewiston, ME)",30,g
"Z04250 (Lisbon, ME)",60,f
"Z04252 (Lisbon Falls, ME)",106,596
"Z04253 (Livermore, ME)",47,191
"Z04254 (Livermore Falls, ME)",57,557
"Z04255 (Greenwood, ME)",14,82
"Z04256 (Mechanic Falls, ME)",52,463
"Z04257 (Mexico, ME)",64,602
"Z04258 (Minot, ME)",38,144
"Z04259 (Monmouth, ME)",41,261
"Z04260 (New Gloucester, ME)",136,1329
"Z04261 (Newry, ME)",20,1525
"Z04262 (North Jay, ME)",2,b
"Z04263 (Leeds, ME)",28,205
"Z04265 (North Monmouth, ME)",18,c
"Z04266 (North Turner, ME)",6,b
"Z04267 (North Waterford, ME)",2,a
"Z04268 (Norway, ME)",150,1839
"Z04270 (Oxford, ME)",129,1496
"Z04271 (Paris, ME)",4,2
"Z04274 (Poland, ME)",82,751
"Z04275 (Roxbury, ME)",6,11
"Z04276 (Rumford, ME)",135,g
"Z04280 (Sabattus, ME)",84,533
"Z04281 (South Paris, ME)",148,1636
"Z04282 (Turner, ME)",137,883
"Z04284 (Wayne, ME)",23,60
"Z04285 (Weld, ME)",10,10
"Z04286 (West Bethel, ME)",3,a
"Z04287 (Bowdoin, ME)",40,180
"Z04288 (West Minot, ME)",3,b
"Z04289 (West Paris, ME)",33,266
"Z04290 (Peru, ME)",17,b
"Z04291 (West Poland, ME)",2,a
"Z04292 (Sumner, ME)",6,a
"Z04294 (Wilton, ME)",74,589
"Z04330 (Augusta, ME)",1012,17264
"Z04332 (Augusta, ME)",34,551
"Z04333 (Augusta, ME)",9,103
"Z04336 (Augusta, ME)",2,b
"Z04338 (Augusta, ME)",13,743
"Z04341 (Coopers Mills, ME)",7,70
"Z04342 (Dresden, ME)",19,31
"Z04343 (East Winthrop, ME)",6,13
"Z04344 (Farmingdale, ME)",60,938
"Z04345 (Gardiner, ME)",217,2440
"Z04346 (Randolph, ME)",26,196
"Z04347 (Hallowell, ME)",111,871
"Z04348 (Jefferson, ME)",49,e
"Z04349 (Kents Hill, ME)",22,188
"Z04350 (Litchfield, ME)",42,109
"Z04351 (Manchester, ME)",79,483
"Z04352 (Mount Vernon, ME)",35,131
"Z04353 (Whitefield, ME)",34,c
"Z04354 (Palermo, ME)",20,26
"Z04355 (Readfield, ME)",41,182
"Z04357 (Richmond, ME)",61,574
"Z04358 (South China, ME)",79,558
"Z04359 (South Gardiner, ME)",7,18
"Z04360 (Vienna, ME)",7,15
"Z04363 (Windsor, ME)",25,118
"Z04364 (Winthrop, ME)",155,1617
"Z04401 (Bangor, ME)",1824,33658
"Z04402 (Bangor, ME)",56,1241
"Z04406 (Abbot, ME)",11,34
"Z04408 (Aurora, ME)",3,a
"Z04410 (Bradford, ME)",14,69
"Z04411 (Bradley, ME)",21,b
"Z04412 (Brewer, ME)",356,5323
"Z04413 (Brookton, ME)",6,a
"Z04414 (Brownville, ME)",18,61
"Z04415 (Brownville Junction, ME)",3,10
"Z04416 (Bucksport, ME)",123,1578
"Z04417 (Burlington, ME)",8,a
"Z04418 (Greenbush, ME)",27,103
"Z04419 (Carmel, ME)",38,155
"Z04420 (Castine, ME)",5,b
"Z04421 (Castine, ME)",32,83
"Z04422 (Charleston, ME)",21,87
"Z04424 (Danforth, ME)",39,172
"Z04426 (Dover Foxcroft, ME)",136,2180
"Z04427 (Corinth, ME)",47,322
"Z04428 (Eddington, ME)",43,285
"Z04429 (Holden, ME)",97,411
"Z04430 (East Millinocket, ME)",26,240
"Z04431 (East Orland, ME)",6,a
"Z04434 (Etna, ME)",17,b
"Z04435 (Exeter, ME)",8,25
"Z04438 (Frankfort, ME)",19,b
"Z04441 (Greenville, ME)",93,544
"Z04442 (Greenville Junction, ME)",20,67
"Z04443 (Guilford, ME)",52,880
"Z04444 (Hampden, ME)",203,2245
"Z04448 (Howland, ME)",26,184
"Z04449 (Hudson, ME)",14,65
"Z04450 (Kenduskeag, ME)",12,44
"Z04451 (Kingman, ME)",4,b
"Z04453 (Lagrange, ME)",7,b
"Z04455 (Lee, ME)",16,164
"Z04456 (Levant, ME)",29,96
"Z04457 (Lincoln, ME)",205,2608
"Z04459 (Mattawamkeag, ME)",12,27
"Z04460 (Medway, ME)",30,213
"Z04461 (Milford, ME)",33,213
"Z04462 (Millinocket, ME)",126,1734
"Z04463 (Milo, ME)",46,410
"Z04464 (Monson, ME)",13,37
"Z04468 (Old Town, ME)",170,2257
"Z04469 (Orono, ME)",12,102
"Z04471 (Orient, ME)",11,b
"Z04472 (Orland, ME)",33,247
"Z04473 (Orono, ME)",127,1491
"Z04474 (Orrington, ME)",62,285
"Z04475 (Passadumkeag, ME)",4,a
"Z04476 (Penobscot, ME)",22,b
"Z04478 (Rockwood, ME)",10,b
"Z04479 (Sangerville, ME)",22,100
"Z04481 (Sebec, ME)",15,115
"Z04485 (Shirley Mills, ME)",7,5
"Z04487 (Springfield, ME)",10,26
"Z04488 (Stetson, ME)",14,55
"Z04489 (Stillwater, ME)",9,e
"Z04490 (Topsfield, ME)",3,3
"Z04491 (Vanceboro, ME)",4,a
"Z04492 (Waite, ME)",3,b
"Z04493 (West Enfield, ME)",41,172
"Z04495 (Winn, ME)",10,b
"Z04496 (Winterport, ME)",60,270
"Z04497 (Wytopitlock, ME)",6,27
"Z04530 (Bath, ME)",339,8274
"Z04535 (Alna, ME)",14,30
"Z04537 (Boothbay, ME)",96,352
"Z04538 (Boothbay Harbor, ME)",198,1185
"Z04539 (Bristol, ME)",42,95
"Z04541 (Chamberlain, ME)",3,b
"Z04543 (Damariscotta, ME)",202,2236
"Z04544 (East Boothbay, ME)",38,201
"Z04547 (Friendship, ME)",41,156
"Z04548 (Georgetown, ME)",22,109
"Z04549 (Isle of Springs, ME)",1,a
"Z04551 (Bremen, ME)",20,43
"Z04553 (Newcastle, ME)",88,654
"Z04554 (New Harbor, ME)",46,102
"Z04555 (Nobleboro, ME)",37,197
"Z04556 (Edgecomb, ME)",49,190
"Z04558 (Pemaquid, ME)",13,45
"Z04562 (Phippsburg, ME)",55,86
"Z04563 (Cushing, ME)",21,b
"Z04564 (Round Pond, ME)",20,168
"Z04565 (Sebasco Estates, ME)",5,22
"Z04568 (South Bristol, ME)",20,37
"Z04570 (Squirrel Island, ME)",2,a
"Z04571 (Trevett, ME)",13,b
"Z04572 (Waldoboro, ME)",146,829
"Z04573 (Walpole, ME)",14,24
"Z04574 (Washington, ME)",25,89
"Z04575 (West Boothbay Harbor, ME)",9,72
"Z04576 (Southport, ME)",35,c
"Z04578 (Wiscasset, ME)",166,1058
"Z04579 (Woolwich, ME)",53,481
"Z04605 (Ellsworth, ME)",573,5871
"Z04606 (Addison, ME)",23,128
"Z04607 (Gouldsboro, ME)",22,83
"Z04609 (Bar Harbor, ME)",350,3840
"Z04611 (Beals, ME)",15,58
"Z04612 (Bernard, ME)",26,61
"Z04613 (Birch Harbor, ME)",6,10
"Z04614 (Blue Hill, ME)",134,1138
